ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location
7898 014 031616,7898,014,2034 MAISEL ST,03/16/2016,SAINT PAUL,SOUTHERN,10,"(39.26773084, -76.64491188)"
2297 012 031616,2297,012,422 N LOUDON AVE,03/16/2016,ALLENDALE,SOUTHWESTERN,8,"(39.29234194, -76.68277277)"
0149 044 031616,0149,044,310 N BRUCE ST,03/16/2016,FRANKLIN SQUARE,WESTERN,9,"(39.29235262, -76.64485001)"
0073 024 031616,0073,024,930 N MOUNT ST,03/16/2016,SANDTOWN-WINCHESTER,WESTERN,9,"(39.29980611, -76.6446717)"
4179S071 031716,4179S,071,4101 CHESTERFIELD AVE,03/17/2016,Belair-Edison,Notheastern,13,"(39.31500631, -76.56185699)"
3406 063 031716,3406,063,2525 PENNSYLVANIA AVE,03/17/2016,PENN NORTH,WESTERN,7,"(39.31069749, -76.64285033)"
2523B009 031716,2523B,009,917 ALLENDALE ST,03/17/2016,EDGEWOOD,SOUTHWESTERN,8,"(39.29852452, -76.67838633)"
2475 009 031716,2475,009,3016 EDMONDSON AVE,03/17/2016,FRANKLINTOWN ROAD,SOUTHWESTERN,9,"(39.29459084, -76.66727238)"
2443A024 031716,2443A,024,2915 BELMONT AVE,03/17/2016,WINCHESTER,SOUTHWESTERN,9,"(39.30327997, -76.6659239)"
1163 050 031716,1163,050,1223 N CAROLINE ST,03/17/2016,OLIVER,EASTERN,12,"(39.30476771, -76.59772551)"
0294 027 031716,0294,027,1627 W NORTH AVE,03/17/2016,PENN NORTH,WESTERN,7,"(39.30977597, -76.64324121)"
0273 071 031716,0273,071,2003 MCHENRY ST,03/17/2016,CARROLLTON RIDGE,SOUTHERN,9,"(39.28397543, -76.64890327)"
2275A001 031816,2275A,001,246 N HILTON ST,03/18/2016,ALLENDALE,SOUTHWESTERN,8,"(39.28986146, -76.67284465)"
0265 011 031816,0265,011,1321 W PRATT ST,03/18/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28532442, -76.63859617)"
4178E035 032116,4178E,035,3234 LYNDALE AVE,03/21/2016,Four By Four,Notheastern,13,"(39.31661792, -76.57735883)"
4131 011 032116,4131,011,1532 GORSUCH AVE,03/21/2016,Coldstream Homestead Montebello,Notheastern,14,"(39.3223274, -76.59599805)"
2199G007 032116,2199G,007,150 S HILTON ST,03/21/2016,SAINT JOSEPHS,SOUTHWESTERN,8,"(39.28336832, -76.67242437)"
1542 038 032116,1542,038,1232 N CURLEY ST,03/21/2016,BEREA,EASTERN,13,"(39.30577737, -76.57654284)"
0321 005 032116,0321,005,1908 DRUID HILL AVE,03/21/2016,DRUID HEIGHTS,CENTRAL,11,"(39.30677018, -76.63483641)"
4626 015 032216,4626,015,3127 SUMTER AVE,03/22/2016,CENTRAL PARK HEIGHTS,NORTHWESTERN,6,"(39.34192453, -76.66732567)"
0272 079 032216,0272,079,2110 WILHELM ST,03/22/2016,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28370048, -76.6504335)"
2201 020 032316,2201,020,2339 EDMONDSON AVE,03/23/2016,ROSEMONT HOMEOWNERS/TENANTS,WESTERN,9,"(39.29452829, -76.6544517)"
1592 019 032316,1592,019,2536 E EAGER ST,03/23/2016,MILTON-MONTFORD,EASTERN,13,"(39.3020481, -76.58151278)"
0857 022 032316,0857,022,775 CARROLL ST,03/23/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,"(39.28197942, -76.62814903)"
0055C063 032316,0055C,063,1104 N CARROLLTON AVE,03/23/2016,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30139077, -76.63768238)"
0031 057 032316,0031,057,1834 LAURENS ST,03/23/2016,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30327593, -76.64742143)"
5911B002 032416,5911B,002,3203 KENTUCKY AVE,03/24/2016,Belair-Edison,Notheastern,13,"(39.3225001, -76.56923031)"
4013A015 032416,4013A,015,1028 E 20TH ST,03/24/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31295693, -76.60439148)"
3311 012 032416,3311,012,4224 PARK HEIGHTS AVE,03/24/2016,CENTRAL PARK HEIGHTS,NORTHWESTERN,6,"(39.3371612, -76.66491026)"
2286 032 032416,2286,032,3511 W MULBERRY ST,03/24/2016,ALLENDALE,SOUTHWESTERN,8,"(39.29163522, -76.67619861)"
1503 045 032416,1503,045,1402 N MONTFORD AVE,03/24/2016,BROADWAY EAST,EASTERN,13,"(39.30719016, -76.58448412)"
0620 017 032416,0620,017,107 N HOWARD ST,03/24/2016,DOWNTOWN,CENTRAL,11,"(39.29073259, -76.61921092)"
0082 058 032416,0082,058,805 N BRICE ST,03/24/2016,MIDTOWN-EDMONDSON,WESTERN,9,"(39.2978901, -76.64974531)"
4592 034 032816,4592,034,5000 PIMLICO ROAD,03/28/2016,CENTRAL PARK HEIGHTS,NORTHWESTERN,6,"(39.35010976, -76.66938386)"
3185 057 032816,3185,057,2914 BOARMAN AVE,03/28/2016,TOWANDA-GRANTLEY,NORTHWESTERN,6,"(39.3371956, -76.6702218)"
2348 006 032816,2348,006,2310 EDMONDSON AVE,03/28/2016,ROSEMONT HOMEOWNERS/TENANTS,WESTERN,9,"(39.29508507, -76.65369151)"
4589 036 032916,4589,036,5134 PEMBRIDGE AVE,03/29/2016,CENTRAL PARK HEIGHTS,NORTHWESTERN,6,"(39.35141247, -76.67121703)"
1284 014 032916,1284,014,343 N GAY ST,03/29/2016,JONESTOWN,SOUTHEASTERN,12,"(39.29410505, -76.60654283)"
6199 023 033016,6199,023,6911 PROCTMAN AVE,03/30/2016,Pulaski Industrial Area,Notheastern,2,"(39.30933991, -76.53514636)"
3186 032 033016,3186,032,2904 GRANTLEY AVE,03/30/2016,TOWANDA-GRANTLEY,NORTHWESTERN,6,"(39.33719953, -76.66829301)"
3002 019 033016,3002,019,3115 WALBROOK AVE,03/30/2016,WALBROOK,SOUTHWESTERN,7,"(39.30977953, -76.66999949)"
2738 010 033016,2738,010,3312 OAKFIELD AVE,03/30/2016,CENTRAL FOREST PARK,NORTHWESTERN,6,"(39.3257185, -76.68683828)"
2230L052 033016,2230L,052,14 S MOUNT OLIVET LANE,03/30/2016,CARROLL-SOUTH HILTON,SOUTHWESTERN,9,"(39.28547888, -76.66839978)"
1642 083 033016,1642,083,626 N GLOVER ST,03/30/2016,MCELDERRY PARK,SOUTHEASTERN,13,"(39.2985928, -76.58033985)"
1468 021 033016,1468,021,1641 N WOLFE ST,03/30/2016,BROADWAY EAST,EASTERN,12,"(39.30954161, -76.59132651)"
1447 079 033016,1447,079,1804 E LAFAYETTE AVE,03/30/2016,BROADWAY EAST,EASTERN,12,"(39.31092597, -76.59273314)"
7841B006 033116,7841B,006,2447 WASHINGTON BLVD,03/31/2016,MORRELL PARK,SOUTHWESTERN,10,"(39.26702259, -76.65167244)"
2284 015 033116,2284,015,506 N EDGEWOOD ST,03/31/2016,ALLENDALE,SOUTHWESTERN,8,"(39.29299147, -76.67574181)"
4138 037 040116,4138,037,2805 KENNEDY AVE,04/01/2016,Coldstream Homestead Montebello,Notheastern,14,"(39.32300495, -76.5938365)"
4128 001C 040116,4128,001C,1708 CARSWELL ST,04/01/2016,Coldstream Homestead Montebello,Notheastern,14,"(39.3214853, -76.59324572)"
0265 055 040116,0265,055,1314 MCHENRY ST,04/01/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28471497, -76.63835145)"
2734 016 040416,2734,016,3911 LIBERTY HEIGHTS AVE,04/04/2016,CENTRAL FOREST PARK,NORTHWESTERN,6,"(39.32747917, -76.68414697)"
1592 061 040416,1592,061,915 N ROSE ST,04/04/2016,MILTON-MONTFORD,EASTERN,13,"(39.30156182, -76.58155944)"
1590 009 040416,1590,009,917 N PATTERSON PARK AVE,04/04/2016,MILTON-MONTFORD,EASTERN,13,"(39.30127766, -76.58503241)"
0328 041 040416,0328,041,539 ROBERT ST,04/04/2016,DRUID HEIGHTS,CENTRAL,11,"(39.30587125, -76.6351795)"
8190 123 040516,8190,123,5520 GROVELAND AVE,04/05/2016,GROVE PARK,NORTHWESTERN,5,"(39.34101269, -76.69999422)"
6122 074 040516,6122,074,4629 BOWLEYS LANE,04/05/2016,Parkside,Notheastern,2,"(39.32449427, -76.55442193)"
5811 035 040516,5811,035,3306 ROSEKEMP AVE,04/05/2016,Moravia-Walther,Notheastern,3,"(39.3423136, -76.56464255)"
3445 015 040516,3445,015,2228 CALLOW AVE,04/05/2016,RESERVOIR HILL,CENTRAL,7,"(39.31351458, -76.63170684)"
2400 014 040516,2400,014,1803 BRADDISH AVE,04/05/2016,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.3084803, -76.66079512)"
1629 029 040516,1629,029,2924 E MONUMENT ST,04/05/2016,MADISON-EASTEND,EASTERN,13,"(39.29928737, -76.57581212)"
8246 014 040616,8246,014,3716 HILLSDALE ROAD,04/06/2016,HOWARD PARK,NORTHWESTERN,5,"(39.33389845, -76.6931978)"
4614 012 040616,4614,012,4907 QUEENSBERRY AVE,04/06/2016,CENTRAL PARK HEIGHTS,NORTHWESTERN,6,"(39.34851909, -76.67047449)"
3061A004A 040616,3061A,004A,3338 PIEDMONT AVE,04/06/2016,HANLON-LONGWOOD,NORTHWESTERN,7,"(39.31649816, -76.67434522)"
3061A004 040616,3061A,004,3340 PIEDMONT AVE,04/06/2016,HANLON-LONGWOOD,NORTHWESTERN,7,"(39.31649632, -76.67441357)"
0377 015 040616,0377,015,1430 MCCULLOH ST,04/06/2016,UPTON,CENTRAL,11,"(39.30380096, -76.62977548)"
6159A044 040716,6159A,044,416 N CLINTON ST,04/07/2016,ELLWOOD PARK/MONUMENT,SOUTHEASTERN,13,"(39.29631164, -76.57081645)"
1644 047 040716,1644,047,628 N STREEPER ST,04/07/2016,MCELDERRY PARK,SOUTHEASTERN,13,"(39.2985287, -76.57750443)"
1548 036 040716,1548,036,1721 E BIDDLE ST,04/07/2016,MIDDLE EAST,EASTERN,12,"(39.30414916, -76.59307054)"
1548 035 040716,1548,035,1719 E BIDDLE ST,04/07/2016,MIDDLE EAST,EASTERN,12,"(39.3041467, -76.59312216)"
1548 034 040716,1548,034,1717 E BIDDLE ST,04/07/2016,MIDDLE EAST,EASTERN,12,"(39.30414527, -76.59317282)"
0708 103 040716,0708,103,407 S PARRISH ST,04/07/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28293103, -76.64117073)"
0279 087 040716,0279,087,324 S PARRISH ST,04/07/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28373364, -76.64158819)"
0276 029 040716,0276,029,337 S FULTON AVE,04/07/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28360334, -76.64470408)"
0265 068 040716,0265,068,216 S CAREY ST,04/07/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28499357, -76.63818742)"
7027C018 040816,7027C,018,50 W TALBOTT ST,04/08/2016,BROOKLYN,SOUTHERN,10,"(39.23689486, -76.61301696)"
5690 048 040816,5690,048,3714 MARY AVE,04/08/2016,Glenham-Belhar,Notheastern,2,"(39.34876274, -76.54639283)"
3210 066 040816,3210,066,2016 N MONROE ST,04/08/2016,MONDAWMIN,WESTERN,7,"(39.31156658, -76.64851198)"
1096 036 040816,1096,036,411 E NORTH AVE,04/08/2016,GREENMOUNT WEST,EASTERN,12,"(39.31103184, -76.61050714)"
0003 001 040816,0003,001,1800 N FULTON AVE,04/08/2016,SANDTOWN-WINCHESTER,WESTERN,7,"(39.3089469, -76.64671212)"
1573 012 040916,1573,012,1039 N MILTON AVE,04/09/2016,BIDDLE STREET,EASTERN,13,"(39.30328948, -76.58233243)"
1556 048 041016,1556,048,2510 E CHASE ST,04/10/2016,BIDDLE STREET,EASTERN,13,"(39.30390892, -76.58181365)"
1479 055 041016,1479,055,1910 E OLIVER ST,04/10/2016,BROADWAY EAST,EASTERN,12,"(39.30782754, -76.59068067)"
1108 061 041016,1108,061,1700 N DALLAS ST,04/10/2016,OLIVER,EASTERN,12,"(39.3098247, -76.59776059)"
4178 061 041116,4178,061,3235 RAVENWOOD AVE,04/11/2016,Four By Four,Notheastern,13,"(39.31516106, -76.57739799)"
3211 048 041116,3211,048,2009 CLIFTON AVE,04/11/2016,MONDAWMIN,WESTERN,7,"(39.31166217, -76.65060975)"
3210 090 041116,3210,090,2011 N PAYSON ST,04/11/2016,MONDAWMIN,WESTERN,7,"(39.31140981, -76.64976339)"
3205 007 041116,3205,007,1912 N PULASKI ST,04/11/2016,MONDAWMIN,WESTERN,7,"(39.31037168, -76.65158792)"
1653 034 041116,1653,034,2251 MCELDERRY ST,04/11/2016,CARE,EASTERN,13,"(39.29742222, -76.5852431)"
1163 023 041116,1163,023,1214 N BOND ST,04/11/2016,OLIVER,EASTERN,12,"(39.3048639, -76.59687953)"
0019 068 041116,0019,068,1516 N MONROE ST,04/11/2016,EASTERWOOD,WESTERN,7,"(39.30573033, -76.64818861)"
4011A020 041216,4011A,020,2037 ROBB ST,04/12/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31374094, -76.60251857)"
3204 010 041316,3204,010,2218 W NORTH AVE,04/13/2016,MONDAWMIN,WESTERN,7,"(39.30992435, -76.65338748)"
1109 005 041316,1109,005,1737 N BOND ST,04/13/2016,OLIVER,EASTERN,12,"(39.31030866, -76.5966856)"
1102 011 041316,1102,011,1821 N BOND ST,04/13/2016,OLIVER,EASTERN,12,"(39.31112489, -76.59673261)"
1143 036 041416,1143,036,1302 VALLEY ST,04/14/2016,JOHNSTON SQUARE,EASTERN,12,"(39.3055219, -76.6053972)"
0149 014 041416,0149,014,326 N MOUNT ST,04/14/2016,FRANKLIN SQUARE,WESTERN,9,"(39.29269773, -76.64426886)"
8248 003 041516,8248,003,3607 MOHAWK AVE,04/15/2016,HOWARD PARK,NORTHWESTERN,5,"(39.33133032, -76.69213679)"
3962 006 041516,3962,006,1601 CHILTON ST,04/15/2016,Coldstream Homestead Montebello,Notheastern,14,"(39.32735948, -76.59392159)"
2362 008 041516,2362,008,2528 EDMONDSON AVE,04/15/2016,ROSEMONT HOMEOWNERS/TENANTS,WESTERN,9,"(39.29495483, -76.65727253)"
0275 120 041516,0275,120,1833 WILHELM ST,04/15/2016,CARROLLTON RIDGE,SOUTHERN,9,"(39.28357759, -76.64607915)"
0129 113 041516,0129,113,912 BENNETT PL,04/15/2016,HARLEM PARK,WESTERN,9,"(39.29517361, -76.63276258)"
0117 006 041516,0117,006,510 N PULASKI ST,04/15/2016,MIDTOWN-EDMONDSON,WESTERN,9,"(39.29398855, -76.65064574)"
0108 076 041516,0108,076,1825 ARUNAH AVE,04/15/2016,HARLEM PARK,WESTERN,9,"(39.29561665, -76.64685785)"
7437A029 041816,7437A,029,2258 SIDNEY AVE,04/18/2016,WESTPORT,SOUTHERN,10,"(39.2629862, -76.6332952)"
8211A009 041916,8211A,009,4011 ELDERON AVE,04/19/2016,WEST ARLINGTON,NORTHWESTERN,6,"(39.34149402, -76.68634241)"
7118 003 041916,7118,003,905 JACK ST,04/19/2016,BROOKLYN,SOUTHERN,10,"(39.23104716, -76.59939451)"
6158A019 041916,6158A,019,3329 MCELDERRY ST,04/19/2016,ELLWOOD PARK/MONUMENT,SOUTHEASTERN,13,"(39.29800673, -76.57042141)"
4051A017 041916,4051A,017,815 E 33RD ST,04/19/2016,BETTER WAVERLY,NORTHERN,14,"(39.32811263, -76.6046467)"
4178G009 042016,4178G,009,3317 LYNDALE AVE,04/20/2016,Four By Four,Notheastern,13,"(39.31629716, -76.57663388)"
4096 007 042016,4096,007,922 HOMESTEAD ST,04/20/2016,BETTER WAVERLY,NORTHERN,14,"(39.32558382, -76.60379029)"
1606 001 042016,1606,001,803 N COLLINGTON AVE,04/20/2016,MIDDLE EAST,EASTERN,13,"(39.29988467, -76.5864891)"
1283 013 042016,1283,013,327 N GAY ST,04/20/2016,JONESTOWN,SOUTHEASTERN,12,"(39.29367649, -76.60705783)"
0082 056 042016,0082,056,801 N BRICE ST,04/20/2016,MIDTOWN-EDMONDSON,WESTERN,9,"(39.29781563, -76.6497414)"
4736 014 042116,4736,014,2101 W ROGERS AVE,04/21/2016,MOUNT WASHINGTON,NORTHERN,5,"(39.35753393, -76.65864449)"
4129 042 042116,4129,042,1623 CARSWELL ST,04/21/2016,Coldstream Homestead Montebello,Notheastern,14,"(39.32186856, -76.59464894)"
4070A087 042116,4070A,087,2648 BOONE ST,04/21/2016,BETTER WAVERLY,NORTHERN,14,"(39.32046325, -76.60885688)"
3935 060 042116,3935,060,2791 THE ALAMEDA ,04/21/2016,Coldstream Homestead Montebello,Notheastern,14,"(39.32313548, -76.59241996)"
0204 070 042116,0204,070,2221 BOOTH ST,04/21/2016,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28729605, -76.65228957)"
7086 008 042216,7086,008,719 E PATAPSCO AVE,04/22/2016,BROOKLYN,SOUTHERN,10,"(39.23540253, -76.60033)"
4021C085 042216,4021C,085,2218 KIRK AVE,04/22/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31512181, -76.60550594)"
4011B009 042216,4011B,009,1116 E 20TH ST,04/22/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31299161, -76.60370702)"
4011B008 042216,4011B,008,1114 E 20TH ST,04/22/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31298912, -76.60375983)"
4010G019 042216,4010G,019,2118 AIKEN ST,04/22/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31460307, -76.60019211)"
4008 002 042216,4008,002,1903 SHERWOOD AVE,04/22/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31225757, -76.60072722)"
4005 006 042216,4005,006,1110 E NORTH AVE,04/22/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31197795, -76.603787)"
2243B043 042216,2243B,043,144 PALORMO AVE,04/22/2016,SAINT JOSEPHS,SOUTHWESTERN,8,"(39.28346594, -76.6753731)"
1613 022 042216,1613,022,2920 E MADISON ST,04/22/2016,MADISON-EASTEND,EASTERN,13,"(39.30034297, -76.57611626)"
1479 026 042216,1479,026,1921 E FEDERAL ST,04/22/2016,BROADWAY EAST,EASTERN,12,"(39.30851134, -76.59072267)"
1148 008 042216,1148,008,1315 N CENTRAL AVE,04/22/2016,OLIVER,EASTERN,12,"(39.305588, -76.60025804)"
1148 005 042216,1148,005,1309 N CENTRAL AVE,04/22/2016,OLIVER,EASTERN,12,"(39.30544275, -76.60024885)"
1121 014 042216,1121,014,1526 HOLBROOK ST,04/22/2016,OLIVER,EASTERN,12,"(39.30772403, -76.60340306)"
1111 059 042216,1111,059,407 PITMAN PL,04/22/2016,GREENMOUNT WEST,EASTERN,12,"(39.30829551, -76.6104507)"
1109 070 042216,1109,070,1609 E LAFAYETTE AVE,04/22/2016,OLIVER,EASTERN,12,"(39.31041117, -76.59629156)"
0801 055 042216,0801,055,1143 NANTICOKE ST,04/22/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,"(39.28031992, -76.63103961)"
0194 068 042216,0194,068,17 N BRUCE ST,04/22/2016,FRANKLIN SQUARE,WESTERN,9,"(39.28874565, -76.64439938)"
0154 044 042216,0154,044,1213 W MULBERRY ST,04/22/2016,POPPLETON,WESTERN,9,"(39.29300931, -76.63774765)"
0152 026 042216,0152,026,1423 W MULBERRY ST,04/22/2016,FRANKLIN SQUARE,WESTERN,9,"(39.2929171, -76.64061344)"
4008 007 042516,4008,007,1913 SHERWOOD AVE,04/25/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31242468, -76.60073787)"
4008 005 042516,4008,005,1909 SHERWOOD AVE,04/25/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31235846, -76.60073348)"
4008 004 042516,4008,004,1907 SHERWOOD AVE,04/25/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31232517, -76.60073124)"
4008 003 042516,4008,003,1905 SHERWOOD AVE,04/25/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31229114, -76.60072899)"
4007 018 042516,4007,018,1908 SHERWOOD AVE,04/25/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31234312, -76.60103876)"
3024 034 042516,3024,034,2848 CLIFTON AVE,04/25/2016,PANWAY/BRADDISH AVENUE,WESTERN,7,"(39.3115999, -76.66572394)"
1623 028 042516,1623,028,743 N PATTERSON PARK AVE,04/25/2016,MILTON-MONTFORD,EASTERN,13,"(39.29965149, -76.58492426)"
1623 012 042516,1623,012,2329 E MADISON ST,04/25/2016,MILTON-MONTFORD,EASTERN,13,"(39.29965944, -76.58396869)"
1463 056 042516,1463,056,1703 N BRADFORD ST,04/25/2016,BROADWAY EAST,EASTERN,13,"(39.31012378, -76.58492591)"
1457 021 042516,1457,021,1807 E LAFAYETTE AVE,04/25/2016,BROADWAY EAST,EASTERN,12,"(39.31055426, -76.59265935)"
1392 007 042516,1392,007,117 S CENTRAL AVE,04/25/2016,WASHINGTON HILL,SOUTHEASTERN,12,"(39.28973043, -76.59919773)"
1161 037 042516,1161,037,1210 N EDEN ST,04/25/2016,OLIVER,EASTERN,12,"(39.30442045, -76.59981549)"
0222 036 042616,0222,036,2152 BOYD ST,04/26/2016,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28655526, -76.651457)"
4123 043 042716,4123,043,1712 HOMESTEAD ST,04/27/2016,Coldstream Homestead Montebello,Notheastern,14,"(39.32037113, -76.59433608)"
3065 014 042716,3065,014,3400 ALTO ROAD,04/27/2016,HANLON-LONGWOOD,NORTHWESTERN,7,"(39.31758529, -76.67478324)"
1537 015 042716,1537,015,2438 E BIDDLE ST,04/27/2016,BROADWAY EAST,EASTERN,13,"(39.30492726, -76.58298056)"
1536 070 042716,1536,070,1203 N PATTERSON PARK AVE,04/27/2016,BROADWAY EAST,EASTERN,13,"(39.30480533, -76.58523539)"
1191 011 042716,1191,011,1025 N CAROLINE ST,04/27/2016,GAY STREET,EASTERN,12,"(39.30241339, -76.59757491)"
0392 007 042716,0392,007,1312 MYRTLE AVE,04/27/2016,UPTON,CENTRAL,11,"(39.29899658, -76.63297647)"
5173 011A 042816,5173,011A,529 BEAUMONT AVE,04/28/2016,WINSTON-GOVANS,NORTHERN,4,"(39.35129355, -76.60733872)"
1454 086 042816,1454,086,1821 N PORT ST,04/28/2016,BROADWAY EAST,EASTERN,13,"(39.31176201, -76.5836134)"
0108 046 042816,0108,046,1816 EDMONDSON AVE,04/28/2016,HARLEM PARK,WESTERN,9,"(39.29538042, -76.64664796)"
1626 073 042916,1626,073,708 N GLOVER ST,04/29/2016,MADISON-EASTEND,EASTERN,13,"(39.29937993, -76.58039225)"
0151 015 042916,0151,015,329 N GILMOR ST,04/29/2016,FRANKLIN SQUARE,WESTERN,9,"(39.29288194, -76.64235071)"
1624 006 050216,1624,006,2410 E MONUMENT ST,05/02/2016,MILTON-MONTFORD,EASTERN,13,"(39.29898449, -76.58334552)"
2165 022 050316,2165,022,17 N CATHERINE ST,05/03/2016,SHIPLEY HILL,SOUTHWESTERN,9,"(39.28839577, -76.65628533)"
1660 025 050316,1660,025,2931 MCELDERRY ST,05/03/2016,ELLWOOD PARK/MONUMENT,SOUTHEASTERN,13,"(39.2978148, -76.57546308)"
1522 071 050316,1522,071,2610 GROGAN AVE,05/03/2016,BEREA,EASTERN,13,"(39.30657798, -76.58071989)"
2201 036 050416,2201,036,2324 LAURETTA AVE,05/04/2016,ROSEMONT HOMEOWNERS/TENANTS,WESTERN,9,"(39.29428598, -76.65393471)"
1531 001 050416,1531,001,1800 E BIDDLE ST,05/04/2016,BROADWAY EAST,EASTERN,12,"(39.30457454, -76.59243531)"
1145 057 050416,1145,057,1319 ENSOR ST,05/04/2016,OLIVER,EASTERN,12,"(39.30563919, -76.60338443)"
5173B007 050516,5173B,007,812 WINSTON AVE,05/05/2016,WINSTON-GOVANS,NORTHERN,4,"(39.34996589, -76.60398408)"
2814 026 050516,2814,026,3610 WINDSOR MILL ROAD,05/05/2016,MOUNT HOLLY,SOUTHWESTERN,7,"(39.31278926, -76.67961904)"
6158A008 050616,6158A,008,515 N CLINTON ST,05/06/2016,ELLWOOD PARK/MONUMENT,SOUTHEASTERN,13,"(39.29755889, -76.57044181)"
5917 025 050616,5917,025,3249 SHANNON DR,05/06/2016,Belair-Edison,Notheastern,13,"(39.32409437, -76.56384377)"
4063 024 050616,4063,024,2410 LOCH RAVEN ROAD,05/06/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31698438, -76.60857852)"
4063 022 050616,4063,022,2406 LOCH RAVEN ROAD,05/06/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31692163, -76.60863861)"
4022 006 050616,4022,006,2111 HOMEWOOD AVE,05/06/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31373107, -76.60694898)"
3213 024 050616,3213,024,2015 N BENTALOU ST,05/06/2016,MONDAWMIN,WESTERN,7,"(39.31103627, -76.65394783)"
0273 030 050616,0273,030,2010 RAMSAY ST,05/06/2016,CARROLLTON RIDGE,SOUTHERN,9,"(39.28322755, -76.6490279)"
8331 017 050916,8331,017,5306 NORWOOD AVE,05/09/2016,HOWARD PARK,NORTHWESTERN,8,"(39.32826686, -76.70611388)"
4063 019 050916,4063,019,2400 LOCH RAVEN ROAD,05/09/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31682859, -76.60872122)"
4000 042 050916,4000,042,1917 GREENMOUNT AVE,05/09/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31211782, -76.60917768)"
3061B091 050916,3061B,091,2501 N ELLAMONT ST,05/09/2016,HANLON-LONGWOOD,NORTHWESTERN,7,"(39.31533047, -76.67100844)"
2336 003 050916,2336,003,1204 N BENTALOU ST,05/09/2016,BRIDGEVIEW/GREENLAWN,WESTERN,9,"(39.30195236, -76.6539369)"
1549 033 050916,1549,033,1801 E BIDDLE ST,05/09/2016,MIDDLE EAST,EASTERN,12,"(39.30417952, -76.59240916)"
1152 034 050916,1152,034,1216 BRENTWOOD AVE,05/09/2016,JOHNSTON SQUARE,EASTERN,12,"(39.30433121, -76.60952563)"
0274 039 050916,0274,039,335 S PAYSON ST,05/09/2016,CARROLLTON RIDGE,SOUTHERN,9,"(39.28331479, -76.64809644)"
6159 050 051016,6159,050,441 N EAST AVE,05/10/2016,ELLWOOD PARK/MONUMENT,SOUTHEASTERN,13,"(39.29704893, -76.57189117)"
1531 003 051016,1531,003,1804 E BIDDLE ST,05/10/2016,BROADWAY EAST,EASTERN,12,"(39.30457892, -76.5923322)"
1531 002 051016,1531,002,1802 E BIDDLE ST,05/10/2016,BROADWAY EAST,EASTERN,12,"(39.30457761, -76.59238243)"
1124 023 051016,1124,023,1309 E FEDERAL ST,05/10/2016,OLIVER,EASTERN,12,"(39.30812502, -76.60000185)"
1678 044 051116,1678,044,304 N ROBINSON ST,05/11/2016,ELLWOOD PARK/MONUMENT,SOUTHEASTERN,13,"(39.29569728, -76.57307775)"
1606 064 051116,1606,064,2212 E MADISON ST,05/11/2016,MIDDLE EAST,EASTERN,13,"(39.29993562, -76.58628962)"
0695 001 051116,0695,001,500 S BENTALOU ST,05/11/2016,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28126945, -76.65269882)"
0274 056 051116,0274,056,301 S PAYSON ST,05/11/2016,CARROLLTON RIDGE,SOUTHERN,9,"(39.2840764, -76.64814358)"
7841A046 051216,7841A,046,2008 GRIFFIS AVE,05/12/2016,MORRELL PARK,SOUTHWESTERN,10,"(39.26675747, -76.64971312)"
